Customer_ID,Customer_Name,Email,Location,Registration_Date,Product_ID,Order_ID,Order_Amount,Order_Quantity,Payment_Method,Registration_Year,Registration_Month,Region
dc387ae7-04b0-4b45-a5f3-37d4659b56c7,Tanya Smith,michael74@gmail.com,Nicaragua,2025-06-10 00:00:00,PID-6884,OID-38368,395.1,6,Bank Transfer,2025,6,Other
dc39832a-d422-4207-b5a8-3c3637ebe865,Hannah Ashley,gracemorales@hotmail.com,Puerto Rico,2023-06-23 00:00:00,PID-5385,OID-27081,164.16,10,Crypto,2023,6,Other
01622615-d1cf-426d-93a6-09d64ad8c9a1,Marc Medina,patricia42@gmail.com,Colombia,2022-09-04 00:00:00,PID-8635,OID-27449,204.94,5,PayPal,2022,9,Other
eb06468a-ca3e-485e-89e2-e7a710da0e45,Bobby Turner,ooneill@smith.biz,Benin,2023-09-16 00:00:00,PID-9219,OID-92286,287.33,4,Crypto,2023,9,Other
350332da-ffe6-4f3c-b93e-659b060ca184,Ashley Mcintyre,boyletroy@grimes.com,Serbia,2023-11-01 00:00:00,PID-3996,OID-67220,81.21,9,Credit Card,2023,11,Other
6a30e226-50d9-4277-b221-03c1ee2ac156,Brian Rivera,daniel33@hotmail.com,Slovakia (Slovak Republic),2023-03-19 00:00:00,PID-9962,OID-28801,241.16,1,Credit Card,2023,3,Other
0a811cd0-2ec9-4f92-b540-3c4299ced57a,Christopher Evans,vkelly@marshall.biz,Malta,2024-01-16 00:00:00,PID-2737,OID-38295,317.36,10,Crypto,2024,1,Other
5cbc5d45-3159-4a31-96d4-c533f8baaabf,Dr. Mark Lowery,owensstacey@yahoo.com,Jordan,2025-01-20 00:00:00,PID-4735,OID-99779,434.67,9,PayPal,2025,1,Other
51291f15-4189-4da1-a50c-1408547ea1ca,Jane Lee,heatherbell@hotmail.com,Denmark,2022-12-09 00:00:00,PID-1639,OID-78512,452.7,10,Crypto,2022,12,Other
b8040457-8146-4828-bb83-ad84615dd94c,Melanie Hill,wheelerbrenda@gmail.com,United Arab Emirates,2023-01-21 00:00:00,PID-6356,OID-73783,32.68,7,PayPal,2023,1,Other
ddc75979-9644-4b7e-a1ec-1f1f93baaaab,Mrs. Kirsten Grant,zacharydavis@hotmail.com,Paraguay,2023-02-19 00:00:00,PID-9144,OID-35011,475.6,8,Bank Transfer,2023,2,Other
34a1d701-7838-4ffa-bdbb-b78be4319ba8,Mary Wright,brian50@hotmail.com,Philippines,2024-11-09 00:00:00,PID-4919,OID-23791,444.69,6,PayPal,2024,11,Other
38611a88-4286-4fa2-ae46-fb664d13b5ba,Amber Williams,zmoore@wright.com,Argentina,2024-11-27 00:00:00,PID-8455,OID-85767,225.2,10,Credit Card,2024,11,Other
4c1ea41d-d929-4534-a293-e6f9a830efb7,Joy Brown,johnsoncharles@alvarado-russo.net,Ecuador,2024-01-08 00:00:00,PID-8444,OID-36851,479.21,8,PayPal,2024,1,Other
c0ddd7f4-daee-4642-8173-7d3026c468fb,Stacey Lam,monicawalker@green-paul.com,Portugal,2024-04-06 00:00:00,PID-3046,OID-90689,406.43,1,Crypto,2024,4,Other
19241a84-aff0-495a-b1e8-4df6198dccc0,Sherry Hernandez MD,kevin21@hotmail.com,Colombia,2023-06-03 00:00:00,PID-1892,OID-33144,469.46,10,Bank Transfer,2023,6,Other
0eec01f7-8c40-4e02-94a1-8c8c6d1adc6f,Robert Griffith,jerry23@gmail.com,Costa Rica,2023-11-28 00:00:00,PID-1210,OID-25024,137.69,9,Credit Card,2023,11,Other
707ba188-007c-4d52-b9f7-337ad0263a77,Heather Watson,katherinegrimes@hendrix.org,Hong Kong,2024-02-18 00:00:00,PID-3786,OID-13024,426.42,7,PayPal,2024,2,Other
43b38cbc-13dc-430c-8e67-c514cdc69385,Virginia Blair,craigmay@brown-meadows.net,Tonga,2025-05-17 00:00:00,PID-6875,OID-23121,28.29,1,Bank Transfer,2025,5,Other
e3e0a333-7904-4dcf-9430-b050036ccbb8,Matthew Blake,tiffanycarter@yahoo.com,Saint Lucia,2022-08-31 00:00:00,PID-5109,OID-88384,55.26,8,Credit Card,2022,8,Other
5aee9804-08ec-496b-8943-b017160f57d7,Douglas Hamilton,pmoran@yahoo.com,Czech Republic,2022-08-04 00:00:00,PID-8151,OID-20857,65.04,6,Credit Card,2022,8,Other
f512c6af-0703-46e8-908d-86f3d5cb0914,Alicia Mills,johnadams@lawson.com,Bahrain,2023-01-05 00:00:00,PID-1931,OID-45772,127.16,1,Credit Card,2023,1,Other
ed6f5b35-0dae-4101-8050-3d12233945d4,Frank Hicks II,bakeranthony@gmail.com,Venezuela,2023-07-30 00:00:00,PID-8513,OID-96512,196.58,2,Credit Card,2023,7,Other
54f6a361-2862-405b-9e8c-4ba39b1a3212,Dr. Sarah Sampson,davidjones@gmail.com,United States Minor Outlying Islands,2025-06-08 00:00:00,PID-7961,OID-22699,231.02,7,Bank Transfer,2025,6,Other
506f9669-c51c-4c8e-a83b-5b77fcbf22bb,Mark Alvarado,charlene12@gmail.com,Peru,2024-05-04 00:00:00,PID-8790,OID-92959,328.84,2,PayPal,2024,5,Other
190da15a-3232-4f51-a8d2-054b13807c05,Katherine Evans,kparker@moreno-trevino.com,Singapore,2023-03-21 00:00:00,PID-8934,OID-93438,208.47,10,PayPal,2023,3,Other
012dda20-f0c9-4f7f-917a-6ecbb4533c57,Marcia Smith,hughesdanielle@yahoo.com,Portugal,2023-07-11 00:00:00,PID-4082,OID-46119,35.45,6,Bank Transfer,2023,7,Other
e3ae5e80-c042-43d4-9a56-3faca3932b8b,Nancy Weiss,robertswilliam@cervantes.com,Mexico,2025-04-16 00:00:00,PID-4841,OID-97196,402.23,7,Bank Transfer,2025,4,North America
86bab6d4-ac2a-4eff-98ba-f656325abfcb,Henry Clayton,bakeramy@reyes.com,Maldives,2023-01-24 00:00:00,PID-1071,OID-71399,438.15,2,PayPal,2023,1,Other
249aa448-fb37-45b4-96c6-6a33db0631b2,Christopher Clark,gshah@powell.com,Cape Verde,2023-02-21 00:00:00,PID-3299,OID-35165,212.4,1,PayPal,2023,2,Other
1ca45a4b-f4b5-4d75-b528-425375d24527,Jill Carter,lawrencehickman@suarez-harris.biz,Croatia,2022-08-20 00:00:00,PID-1737,OID-22899,363.98,7,Credit Card,2022,8,Other
26a4d75b-2a01-4b77-b70a-349b46ed777d,Matthew Burton,shanemcdonald@newton-brown.com,Cook Islands,2024-07-20 00:00:00,PID-8182,OID-49421,259.16,10,PayPal,2024,7,Other
53c6b532-0135-4bfc-9a35-00e41e35e7d1,Tara Montgomery,ghamilton@gmail.com,Bulgaria,2025-06-04 00:00:00,PID-2004,OID-55585,18.13,5,Credit Card,2025,6,Other
bfc7a93d-0553-444d-80cf-415287ba4112,Joseph Lowery,johnknox@yahoo.com,Brunei Darussalam,2024-05-13 00:00:00,PID-1122,OID-52614,277.38,6,Bank Transfer,2024,5,Other
8115b561-ab4e-4b82-8c14-fef560a32a89,Stephanie Dudley,armstrongjacob@hotmail.com,Austria,2025-01-29 00:00:00,PID-8964,OID-15693,137.73,5,Crypto,2025,1,Other
d63a52d1-f0d7-4693-8844-aa16093a0a40,Jordan Holder,charles27@davis.com,Mauritania,2023-12-11 00:00:00,PID-3853,OID-69438,226.78,4,Bank Transfer,2023,12,Other
8401dcab-3576-4133-a2f3-cf659a70fc20,Vickie Thompson,pedwards@hernandez.com,Gibraltar,2023-04-26 00:00:00,PID-5096,OID-84352,286.05,4,Credit Card,2023,4,Other
9964792d-4af2-4f2a-a0c8-d8c1c7295f39,Cristian Anderson,garciajoseph@clements-willis.info,South Africa,2023-09-02 00:00:00,PID-9443,OID-63141,255.48,3,PayPal,2023,9,Other
3621ccc6-5441-4d1d-a267-05674f6613a3,Jacqueline Nicholson,gonzalezemily@gmail.com,Congo,2024-07-28 00:00:00,PID-6199,OID-10089,140.07,7,PayPal,2024,7,Other
f2ab72c1-8a0a-4f9b-9cbd-652ffbf8edc1,Carrie Bonilla,davidwells@harris-berry.biz,Peru,2022-10-16 00:00:00,PID-9786,OID-81148,227.68,7,Bank Transfer,2022,10,Other
7ee10af5-0f58-47ae-989e-d8837269915f,Benjamin Cantrell,kathryn37@yahoo.com,Sweden,2024-04-06 00:00:00,PID-2698,OID-89167,428.94,9,Bank Transfer,2024,4,Other
3e33854c-e61a-469c-abed-6952d2d4510a,Samuel Wilson,john04@ward.org,Vietnam,2024-10-08 00:00:00,PID-9572,OID-44213,110.74,6,Bank Transfer,2024,10,Other
d81ab8ff-6d9f-45ff-b766-dbdf4bc28b96,David Wilson,espinozadonald@gmail.com,Haiti,2024-03-01 00:00:00,PID-4536,OID-33820,296.73,7,Bank Transfer,2024,3,Other
7cb9e98b-aa7b-4a30-a132-9c49091f2fcc,Kirsten Rodriguez,davisamanda@hotmail.com,Dominican Republic,2022-09-08 00:00:00,PID-2507,OID-59284,317.99,9,Crypto,2022,9,Other
f6748300-12a6-4303-a896-433c03ff4abd,Jennifer Graves,haysjames@erickson-bishop.com,Suriname,2024-09-22 00:00:00,PID-5624,OID-34484,369.49,10,Crypto,2024,9,Other
8d07d701-3353-41e9-ac8b-bae209ef6680,Michael Ellis,gerald11@zamora-navarro.com,Malta,2023-05-07 00:00:00,PID-3316,OID-26381,134.57,7,Credit Card,2023,5,Other
df55c74c-c77c-4088-bb95-8492b98d3c14,Karen Huang,joshuacrawford@sherman.info,United Kingdom,2025-02-18 00:00:00,PID-6499,OID-99320,303.23,2,Crypto,2025,2,Other
280377ba-d55b-4904-8f2f-f3b7898570e1,Michael Smith,katherinevega@young.com,Antigua and Barbuda,2024-01-19 00:00:00,PID-6890,OID-71105,312.66,10,Crypto,2024,1,Other
2476ecb5-172f-4728-809a-2e6a4ce98337,Laura Walker,william63@bennett.com,Portugal,2025-03-05 00:00:00,PID-7119,OID-63803,259.3,7,Credit Card,2025,3,Other
6d5f47b4-4ecd-47eb-ac77-ff755a77f0c2,Robert Cervantes,allenjoshua@johnson-thomas.com,Gabon,2022-07-18 00:00:00,PID-3994,OID-80072,145.53,7,Bank Transfer,2022,7,Other
0d272b19-80d2-4037-88f1-127fc317070d,Stacy Savage,austinstewart@campbell.org,Malawi,2023-03-20 00:00:00,PID-7273,OID-54078,395.14,5,Credit Card,2023,3,Other
e8989d15-656a-44ad-a613-d34ea6758149,Jasmine Barton,markhubbard@rojas.com,Tokelau,2022-10-20 00:00:00,PID-8707,OID-85212,181.94,10,Bank Transfer,2022,10,Other
dfa3f640-dd1b-4345-b5e5-1ab7e59b41e0,Daniel Berg,cohenbrian@yahoo.com,Bangladesh,2023-12-17 00:00:00,PID-3850,OID-91014,465.76,8,Credit Card,2023,12,Other
f2458487-7de2-4e2e-9824-bfbaa81f3dd2,Patrick Norman Jr.,gregory09@gmail.com,Ghana,2025-02-04 00:00:00,PID-2612,OID-25147,439.01,10,Bank Transfer,2025,2,Other
f2cb0a60-0f60-4c46-96e4-3a08857f6a88,Stephanie Savage,bcruz@hotmail.com,Paraguay,2023-05-06 00:00:00,PID-6631,OID-22484,364.62,5,Crypto,2023,5,Other
dd6c2642-32b4-487f-a978-37abd3b24c23,Brandy Richards,brownheather@hotmail.com,Finland,2024-12-25 00:00:00,PID-7153,OID-15100,283.23,1,PayPal,2024,12,Other
f9d65b06-f062-44ce-99aa-5742874391a3,Renee Day,heathermoore@fletcher.info,Palau,2025-02-19 00:00:00,PID-4555,OID-51592,250.45,8,PayPal,2025,2,Other
52cfd78f-90a0-4003-8e76-ff820f2860a0,John Allen,nmcgrath@webb.com,Dominica,2024-11-10 00:00:00,PID-7235,OID-33240,243.31,5,Bank Transfer,2024,11,Other
fce7d80d-ac44-4479-b621-6dc6fd2b1c0b,Joseph Park,gmartin@gmail.com,Jersey,2023-05-14 00:00:00,PID-5849,OID-27621,192.41,9,Crypto,2023,5,Other
e571b96a-37a2-4e6b-8ebc-c6584d3001b4,Dr. Kenneth Riggs,haley72@yahoo.com,Indonesia,2024-02-14 00:00:00,PID-5640,OID-98942,317.38,5,Crypto,2024,2,Other
f793507b-072d-4d66-879f-f0824c45e1ee,Spencer Brooks,jack53@moore.net,India,2024-01-17 00:00:00,PID-4717,OID-29561,266.05,10,Crypto,2024,1,Asia
7ecc5f1d-7761-4eb9-822d-a7d8bebad2cc,David Grant,wagnerdavid@ortiz.com,Cocos (Keeling) Islands,2022-09-26 00:00:00,PID-7376,OID-46877,107.18,4,Credit Card,2022,9,Other
151a46cb-9170-427a-85fc-6a5ec37de223,Mandy Garrett,peter00@hotmail.com,Mexico,2024-05-09 00:00:00,PID-9759,OID-44727,20.66,5,PayPal,2024,5,North America
36babde3-221a-4c61-85c8-76edc4606a8f,Luis Sandoval,trujillokristin@hotmail.com,Greenland,2023-06-26 00:00:00,PID-8882,OID-43484,299.37,10,Bank Transfer,2023,6,Other
eeaf6845-aae8-42a4-bb21-92a4958d25be,Denise Gonzalez,smartin@gmail.com,Vanuatu,2023-07-20 00:00:00,PID-7293,OID-41193,496.49,10,PayPal,2023,7,Other
b577474a-4545-4d04-8d71-db355b6505e2,Angela Meyer,bobrien@martinez-conley.com,Austria,2024-10-28 00:00:00,PID-7337,OID-43430,97.85,6,PayPal,2024,10,Other
3d63e418-b4f3-44c3-a457-2c5685d836a6,Sophia Lopez,dharris@yahoo.com,Australia,2023-07-05 00:00:00,PID-2072,OID-39920,181.37,9,Crypto,2023,7,Other
ab0269c6-8918-4f8c-ba5c-e64dc10d9d73,Jamie Carrillo,coreywilson@jackson.com,Russian Federation,2022-07-19 00:00:00,PID-5992,OID-56099,161.15,3,Crypto,2022,7,Other
6d32aa86-fb20-4039-9c50-9b59cff8d3fa,John Stein,wprice@gmail.com,Belgium,2022-07-06 00:00:00,PID-6681,OID-35128,120.56,1,Credit Card,2022,7,Other
11a7d334-c93a-4cd5-90c1-24ca7ad9b41d,Paul Alexander,mrobinson@hotmail.com,Somalia,2023-03-31 00:00:00,PID-9551,OID-18852,234.97,2,PayPal,2023,3,Other
1bea3143-cac1-485d-b9a0-2203521ec9e2,Susan Carter,leeirwin@gmail.com,French Guiana,2023-01-24 00:00:00,PID-8520,OID-18504,123.23,4,Credit Card,2023,1,Other
90952f21-a820-42fd-9183-d2cdad3a264f,Thomas Paul,leonardmartinez@gmail.com,Guam,2025-05-08 00:00:00,PID-5545,OID-73871,492.64,10,Crypto,2025,5,Other
673f9501-70b6-482d-8494-bef4e23f592f,Anthony Chavez,kerryjames@smith-williams.info,Lesotho,2023-10-23 00:00:00,PID-5580,OID-13603,39.11,5,Bank Transfer,2023,10,Other
39b9c72c-4849-4c55-beb7-7658dcea93af,Stephen Haynes,paul84@aguilar-martinez.com,Monaco,2022-07-05 00:00:00,PID-1750,OID-48858,103.81,5,PayPal,2022,7,Other
2bf838ca-6061-4700-b167-5739f3b3c21c,Lisa Edwards,whitakergary@hotmail.com,Italy,2023-03-11 00:00:00,PID-5308,OID-82558,133.47,2,Credit Card,2023,3,Europe
412358b3-c9a4-4fe4-8e62-5e2feed6511e,Matthew Ritter,zhunt@johnson.info,Bhutan,2022-11-13 00:00:00,PID-2286,OID-69075,88.72,4,Credit Card,2022,11,Other
b4d9678f-e231-4056-8427-c2f3536b2257,Ashley Norton,lopezjennifer@gmail.com,Philippines,2025-03-29 00:00:00,PID-8463,OID-77406,388.3,3,Credit Card,2025,3,Other
0704b1eb-0ca0-45f4-8178-6e594ff09863,Brittany Zavala,christopher41@gmail.com,Indonesia,2025-05-30 00:00:00,PID-5289,OID-22869,67.24,6,PayPal,2025,5,Other
a2088879-2a27-4b66-807c-581933d80d77,Margaret Hooper,andersoncatherine@yahoo.com,French Polynesia,2025-03-25 00:00:00,PID-7870,OID-98072,275.95,8,Bank Transfer,2025,3,Other
08e14fff-8b55-4def-a40e-3e48c8237c5a,Shawna Houston,jherrera@gmail.com,South Georgia and the South Sandwich Islands,2023-05-06 00:00:00,PID-7081,OID-59195,73.53,9,Crypto,2023,5,Other
d2267571-2df8-47de-b282-3b23bd86ed92,Margaret Anderson,lhodges@hotmail.com,Sweden,2022-11-07 00:00:00,PID-5008,OID-35062,90.21,8,Bank Transfer,2022,11,Other
83179fd6-402e-42f5-87ee-29206a42b1d8,Alisha Jenkins,kylehebert@gmail.com,Martinique,2024-06-28 00:00:00,PID-8411,OID-88743,482.23,3,Crypto,2024,6,Other
b58198d1-1adb-4d11-b856-4dc68e8d7603,Michael Floyd,shelbywalton@gmail.com,Slovenia,2024-11-08 00:00:00,PID-2318,OID-22143,467.61,10,Crypto,2024,11,Other
ac76400f-4d0b-4a8a-af83-f703150201c6,William Mitchell,marcus93@camacho.com,Iceland,2025-02-18 00:00:00,PID-6011,OID-84391,129.68,5,Credit Card,2025,2,Other
79a43bf7-83f4-4746-9a54-83b0b8a35afa,William Lee,nfrancis@monroe.com,United States of America,2023-05-21 00:00:00,PID-8846,OID-57946,101.58,8,PayPal,2023,5,Other
4cf800f4-ef6b-4057-a783-c678e26a0ab0,David Fuller,valenciajoseph@hotmail.com,Cote d'Ivoire,2024-10-21 00:00:00,PID-2955,OID-48446,288.17,2,Bank Transfer,2024,10,Other
2c343245-f9bd-4d01-86cd-21ff9ff153e6,Jay Choi,debrashort@phillips.com,Kyrgyz Republic,2024-03-05 00:00:00,PID-1996,OID-18995,39.8,4,Credit Card,2024,3,Other
90f8302e-a7df-440b-b788-6ff8dfdb92c0,John Thompson,baileypaul@hotmail.com,Bangladesh,2023-07-25 00:00:00,PID-1244,OID-82425,461.62,9,Credit Card,2023,7,Other
269d96f6-1414-49d3-84d5-bfded7220b8a,David Jackson,ryan31@french.com,Kiribati,2025-01-14 00:00:00,PID-1214,OID-46346,318.61,1,PayPal,2025,1,Other
661c6f84-47c4-45af-9704-2474673aa5b6,Alan Black,hhaas@hotmail.com,Congo,2024-11-08 00:00:00,PID-3583,OID-64413,370.98,9,Credit Card,2024,11,Other
1114cfb3-5443-448d-b339-3669792f06ff,Carol Thompson,daniel52@yahoo.com,Timor-Leste,2023-08-31 00:00:00,PID-6650,OID-47886,212.51,5,Bank Transfer,2023,8,Other
2248716f-c684-4206-a259-7d2e3b98d3a9,Jonathan Martinez,jennifer03@cortez.com,Liberia,2022-07-09 00:00:00,PID-7434,OID-93499,437.57,9,Credit Card,2022,7,Other
6e003f49-5893-4ec4-8743-f4fa03b0b958,Matthew Rogers,ortegaryan@hotmail.com,Ethiopia,2025-02-28 00:00:00,PID-6922,OID-67151,266.39,8,PayPal,2025,2,Other
1cfff11c-5cee-4cf1-9e84-3cdf127eff36,Marissa Garcia,grimessean@grant.com,Sweden,2024-04-01 00:00:00,PID-6024,OID-63014,129.77,8,Credit Card,2024,4,Other
a6a7f221-c507-4d42-b67e-beffc826f8f3,Carl Kelly,ztyler@mcconnell-mendez.info,Mauritius,2024-12-18 00:00:00,PID-8042,OID-16077,348.38,5,Credit Card,2024,12,Other
cb3eb0d5-606f-41dc-9abb-90c577499e45,Angie Johnson,jasonvega@hotmail.com,Monaco,2024-04-15 00:00:00,PID-6512,OID-68288,235.61,8,PayPal,2024,4,Other
ade791b1-2f80-4753-87b1-65037c4d659f,George Allen,dharris@mcdaniel.com,Micronesia,2023-04-10 00:00:00,PID-8982,OID-87516,382.28,4,PayPal,2023,4,Other
22f1d952-af07-4a2e-8166-2bfa313dc44a,Brandon Andrews,sandersjeffrey@hotmail.com,Chad,2022-08-03 00:00:00,PID-8713,OID-96000,279.15,4,Credit Card,2022,8,Other
3b89c94f-6487-448b-8154-f645d2c2a076,Brent Rogers,paul69@hawkins.com,Aruba,2023-02-24 00:00:00,PID-8261,OID-71951,16.94,8,Bank Transfer,2023,2,Other
574a7ab0-8e3f-42d4-acfa-260df4a7bf03,Rebecca Stevenson,brandonnorton@gmail.com,Finland,2024-07-04 00:00:00,PID-4230,OID-26452,344.28,9,Crypto,2024,7,Other
28feb903-d914-42bc-b1f8-5b38f81224d4,Patrick Holt,tallen@hotmail.com,Tunisia,2022-08-21 00:00:00,PID-6797,OID-38054,212.1,2,Crypto,2022,8,Other
d081bee5-c1c9-436c-89bd-90a3729b6dc9,Tammy Kline,omartin@gmail.com,Christmas Island,2022-09-01 00:00:00,PID-6757,OID-44018,131.45,6,Bank Transfer,2022,9,Other
cb1a4628-5dc4-4b08-aa4a-b906c4185df2,Miss Alicia Brown,klowery@gmail.com,Rwanda,2024-05-03 00:00:00,PID-7946,OID-94798,299.47,3,Credit Card,2024,5,Other
2c7bb962-7b8c-4c9b-9158-c04cb0523da6,Jocelyn Beard,sarahfoster@murphy.biz,Brunei Darussalam,2024-03-26 00:00:00,PID-2127,OID-28397,378.95,9,Bank Transfer,2024,3,Other
1da72353-b9b1-4f59-9537-33727da4a6e9,Andre Morrison,youngdonna@white.info,Czech Republic,2024-08-19 00:00:00,PID-6865,OID-51532,361.65,9,PayPal,2024,8,Other
0a4c7880-12bb-4d56-9d83-c66a7dfaffd7,Harold Bradley,sarahbailey@hotmail.com,Tajikistan,2023-10-01 00:00:00,PID-5324,OID-50120,77.02,9,Credit Card,2023,10,Other
633bb35f-7b23-401f-8cc8-af8439905b00,Monique Roach,andersonedward@johnson-hammond.com,Belize,2023-01-16 00:00:00,PID-9924,OID-96919,495.52,3,Crypto,2023,1,Other
725732e6-e035-427d-901e-e22666a5736a,Adam Martin,jgillespie@hotmail.com,Pitcairn Islands,2022-09-05 00:00:00,PID-2420,OID-24738,180.26,2,Crypto,2022,9,Other
37f483d8-ea46-4777-9cca-9bacb21cddca,Jeremy Dominguez,hutchinsonjeffrey@yahoo.com,Norfolk Island,2022-10-16 00:00:00,PID-8738,OID-47646,11.76,9,PayPal,2022,10,Other
baa73e64-1c7d-45fc-b39a-66fb4f928150,Autumn Davis,benjamingarcia@morales.com,Jamaica,2024-08-04 00:00:00,PID-6754,OID-16990,455.12,3,PayPal,2024,8,Other
6a3b9776-dbda-4cc4-8e27-dc00e7b6bf89,Zoe Wilson,uharris@hotmail.com,British Virgin Islands,2024-11-01 00:00:00,PID-1676,OID-86289,151.61,4,PayPal,2024,11,Other
28f68e14-873a-4f64-81bb-92e5da74ede5,Brian Alvarado,nicholas97@hahn.com,Romania,2023-08-28 00:00:00,PID-4783,OID-92647,444.83,3,Crypto,2023,8,Other
cb0264c5-44cd-497a-8f56-609491308121,Jeffrey Carroll,hansonjimmy@kerr.com,El Salvador,2023-05-16 00:00:00,PID-7570,OID-35654,275.98,1,PayPal,2023,5,Other
5ce2482f-3e72-4213-a67e-e1209a532968,Dawn King,todd49@wise.com,Palestinian Territory,2022-06-13 00:00:00,PID-7592,OID-21769,357.62,1,Bank Transfer,2022,6,Other
b9563ef8-9b85-403d-bebb-d34ea285b2dc,Caitlin Johnston,laura45@coleman.com,Lebanon,2022-09-18 00:00:00,PID-7556,OID-83047,425.27,1,Crypto,2022,9,Other
0090396c-1390-4b26-a829-e4f233db805c,Samantha Thornton,larrypope@newman.net,Liberia,2023-02-01 00:00:00,PID-9116,OID-51757,471.78,1,Crypto,2023,2,Other
9a0b2429-cf94-4215-8e9c-48b2d793d153,Cindy Warren,clinton42@fisher-rodriguez.biz,Pitcairn Islands,2024-10-30 00:00:00,PID-9837,OID-15429,446.33,1,PayPal,2024,10,Other
e95173dc-d376-493e-bed7-65bfd50afd57,Jeremy Hendrix,lestersean@terry.biz,Sudan,2023-01-15 00:00:00,PID-1366,OID-82577,42.47,10,Bank Transfer,2023,1,Other
393cb1db-aca1-418f-a034-6cb2eb4a8d88,Elizabeth Lopez,kathy90@patel.com,Jamaica,2024-09-29 00:00:00,PID-7875,OID-27465,403.12,5,Crypto,2024,9,Other
50fcbe7f-8efd-4374-98d5-6be3966bf496,Fred Dominguez,raymond36@hotmail.com,Liechtenstein,2024-10-12 00:00:00,PID-3530,OID-83729,215.7,7,Crypto,2024,10,Other
ed833485-56e6-4379-a457-9fb245108493,Elizabeth Mcdonald,stephenwillis@graham.com,Uzbekistan,2022-09-18 00:00:00,PID-8521,OID-95140,205.16,1,PayPal,2022,9,Other
2bff411d-7b20-4b9d-b8c8-911aeedb4ee7,Linda Brown,aschneider@gmail.com,Vietnam,2025-04-14 00:00:00,PID-3533,OID-88915,496.86,4,Credit Card,2025,4,Other
67987299-9aa8-48a1-a6db-bc7ba6f7da97,Scott Green,paul36@hotmail.com,Argentina,2024-07-16 00:00:00,PID-1914,OID-81958,317.63,6,Crypto,2024,7,Other
7bd50f7c-8170-4710-8d97-8885887fcf79,Amy Mayer,sandrajackson@charles.com,Christmas Island,2023-05-27 00:00:00,PID-1027,OID-40586,457.81,3,Crypto,2023,5,Other
88461254-a5b9-4765-9e93-4d1d002f818b,Miranda Richardson,kelly06@hotmail.com,Peru,2023-04-07 00:00:00,PID-1957,OID-37124,407.05,1,Crypto,2023,4,Other
09a7c41a-9855-43b3-ace4-e279785056aa,Jeffrey Davis,caitlin99@thornton.com,Qatar,2024-02-10 00:00:00,PID-8619,OID-80530,384.08,9,PayPal,2024,2,Other
9a03ab3d-b11e-4885-9747-15810e230ab8,Kevin Fuller,jhubbard@yahoo.com,Korea,2023-03-25 00:00:00,PID-3524,OID-10647,477.42,7,Credit Card,2023,3,Other
9c1a4967-4d75-422d-9efc-57ceea121151,Amy Williamson,kevin26@yahoo.com,Romania,2024-04-10 00:00:00,PID-8446,OID-45981,102.3,4,PayPal,2024,4,Other
2ac44350-73e6-4bd1-a152-ae426ba6a612,William Hanna,haleyjordan@hotmail.com,Portugal,2024-12-20 00:00:00,PID-9007,OID-16091,334.19,2,Credit Card,2024,12,Other
e1b44fa5-3e9e-44cf-93c1-46e38f0aa7a1,Mrs. Danielle Johnson MD,sheila52@hotmail.com,Tokelau,2022-10-22 00:00:00,PID-5712,OID-20725,353.35,6,Credit Card,2022,10,Other
30011371-e11d-4a5e-9cae-f557a6021471,Elaine Stevenson,arichard@pruitt.com,Croatia,2023-06-16 00:00:00,PID-8645,OID-86411,442.38,6,Bank Transfer,2023,6,Other
a0405cf4-0c69-4537-b530-7413dfa171fc,Edwin Carlson,russellcordova@brooks.org,Albania,2024-11-26 00:00:00,PID-5113,OID-89197,149.73,9,Credit Card,2024,11,Other
f884d454-e2ea-4d3c-b898-c532a9308556,Allison Allen,miagardner@avila-smith.info,Reunion,2024-07-20 00:00:00,PID-7869,OID-11410,448.28,7,Crypto,2024,7,Other
b6a9459a-2bc2-4e89-85b8-fe17cf284e4b,Vickie Terry,anthonyshaw@sanchez-paul.com,Cote d'Ivoire,2022-07-19 00:00:00,PID-1979,OID-25150,256.68,5,PayPal,2022,7,Other
b6085618-1d80-4fcc-9a7c-b4912fc761dc,Mrs. Kerri Benitez,anthonyedwards@montoya.com,Dominica,2024-10-11 00:00:00,PID-7830,OID-26214,330,4,Bank Transfer,2024,10,Other
8a4a8117-6726-40f7-9ead-2eeaa5ea8d26,David Gray,boyddonald@gmail.com,Sweden,2023-11-02 00:00:00,PID-9210,OID-24341,321.53,1,Credit Card,2023,11,Other
79064c26-7433-4d51-9b14-f2210f35101c,Bethany Stevens,jonathanbenitez@gmail.com,Spain,2024-02-07 00:00:00,PID-5495,OID-79450,103.17,6,Crypto,2024,2,Europe
9c84271b-b86a-4a97-8811-cb92ef1e67ae,Megan Jones,morganolson@nelson-copeland.net,Moldova,2024-03-17 00:00:00,PID-7416,OID-67378,43.18,2,PayPal,2024,3,Other
fce0e421-933f-472c-8584-7f327d4bcf04,Stephanie Rodriguez,gstewart@gmail.com,Venezuela,2024-05-08 00:00:00,PID-2091,OID-29170,272.75,7,PayPal,2024,5,Other
9e139d12-4aec-42a2-9bd8-190260f241e7,Mr. Robert Patel MD,schneiderjill@hotmail.com,Turkey,2025-05-21 00:00:00,PID-8239,OID-55827,450.19,4,Credit Card,2025,5,Other
